relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid	resource
Hetionet::DpS::Disease:Phenotype	long COVID	Disease	MONDO:0100233	palpitation	Phenotype	SYMP:0000530	Multiple organ systems are affected, such as psychological or psychiatric (insomnia, anxiety and depression), neurological (cognitive impairments involving memory and concentration, headache, dizziness and peripheral neuropathy), ear, nose, and throat (rhinorrhoea, smell and taste alterations, earache, tinnitus, cough, and sore throat), respiratory (dyspnoea and cough), cardiovascular (chest pain, palpitations and tachycardia), gastrointestinal (abdominal pain, nausea and diarrhoea), generalised (chills, pain and fever) and musculoskeletal (fatigue, myalgia and joint pain).	34888989	CustomDB
Hetionet::DpS::Disease:Phenotype	long COVID	Disease	MONDO:0100233	tachycardia	Phenotype	SYMP:0000529	Multiple organ systems are affected, such as psychological or psychiatric (insomnia, anxiety and depression), neurological (cognitive impairments involving memory and concentration, headache, dizziness and peripheral neuropathy), ear, nose, and throat (rhinorrhoea, smell and taste alterations, earache, tinnitus, cough, and sore throat), respiratory (dyspnoea and cough), cardiovascular (chest pain, palpitations and tachycardia), gastrointestinal (abdominal pain, nausea and diarrhoea), generalised (chills, pain and fever) and musculoskeletal (fatigue, myalgia and joint pain).	34888989	CustomDB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	muscle tissue	Anatomy	UBERON:0002385	 Multiple organ systems are affected, such as psychological or psychiatric (insomnia, anxiety and depression), neurological (cognitive impairments involving memory and concentration, headache, dizziness and peripheral neuropathy), ear, nose, and throat (rhinorrhoea, smell and taste alterations, earache, tinnitus, cough, and sore throat), respiratory (dyspnoea and cough), cardiovascular (chest pain, palpitations and tachycardia), gastrointestinal (abdominal pain, nausea and diarrhoea), generalised (chills, pain and fever) and musculoskeletal (fatigue, myalgia and joint pain).	34888989	CustomDB
Hetionet::DpS::Disease:Phenotype	long COVID	Disease	MONDO:0100233	disorientation	Phenotype	SYMP:0000023	Brain fog, or disorientation, forgetfulness, inability to focus, exhaustion, and poor mental energy, is, therefore, an important developing consequence of COVID-19 infection.	36358996	CustomDB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	S100A8	Gene	ENTREZ:6279	The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1).	36189286	CustomDB
GNBR::Pa::Compound:Disease	long COVID	Disease	MONDO:0100233	24-Homo-1,25-dihydroxyvitamin D3	Compound	DrugBank:DB15557	Vitamin D3 demonstrated very large reductions in TNF-a and IL-6 trans levels, moderate effects on increasing IL-6 classic levels, and small dysregulation of IL-10.	34588793	CustomDB
GNBR::Pa::Compound:Disease	long COVID	Disease	MONDO:0100233	Tocilizumab	Compound	DrugBank:DB06273	Tocilizumab showed a very small dysregulating effect on C-reactive protein and a negligible dysregulating effect on erythrocyte sedimentation rates.	34588793	CustomDB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Fenofibrate	Compound	DrugBank:DB01039	Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone.	36043493	CustomDB
GNBR::Pa::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Curcumin	Compound	DrugBank:DB11672	Curcumin has shown benefits in a variety of diseases involving oxidative stress, including ME/CFS, rheumatoid arthritis, and acute COVID-19.	36043493	CustomDB
Hetionet::DrD::Disease:Disease	long COVID	Disease	MONDO:0100233	Myocarditis	Disease	MONDO:0004496	Some evidence indicates that males between 12 and 17 years of age most likely developed myocarditis within 3 months of SARS-CoV-2 infection	36071155	CustomDB
GNBR::Pa::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Magnesium	Compound	DrugBank:DB14513	Intriguingly, populations exhibiting low magnesium ion levels were found to be more susceptible to COVID-19, and magnesium supplementation has shown benefits in SARS-CoV-2 therapy, ME/CFS, and in maintaining endothelial cell function.	36043493	CustomDB
Hetionet::DlA::Disease:Anatomy	chronic fatigue syndrome	Disease	MONDO:0005404	kidney	Anatomy	UBERON:0002113	CFS is a unique disorder in that it is often a multisystem disorder, causing direct damage to major organs such as the kidney, heart, and lungs [2].	37128534	CustomDB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	vagus nerve	Anatomy	UBERON:0001759	Given the crucial role of the vagus nerve in the gut–brain axis, the author proposes that VNS could be a potential therapeutic approach for long COVID through its potent antiinflammatory activity.	37402856	CustomDB
GNBR::Md::Gene:Disease	interleukin 1-β	Gene	ENTREZ:3553	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1.	29426834	CustomDB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	pons	Anatomy	UBERON:0000988	The main interesting finding of these cases is that long COVID marked by cognitive complaints and deficits can be associated at least with hypometabolic regions of the brainstem and more especially of the pons.	35290729	CustomDB
HSDN::has_symptom:Disease:Phenotype	allergic	Phenotype	SYMP:0000900	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	These include neuromuscular limitations that could be treated with manual forms of therapy, orthostatic intolerance and POTS for which there are multiple medications and non-pharmacologic therapies, treatable allergic and mast cell phenomena, and neurologic abnormalities that may require specific treatment.	33996867	CustomDB
Hetionet::DlA::Disease:Anatomy	kidneys	Anatomy	MESH:D007668	long COVID	Disease	MONDO:0100233	Postacute sequelae of SARS-CoV-2 infection (PASC) include injury to the lungs, heart, kidneys, and brain that may produce a variety of symptoms.	34175230	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	ME/CFS	Disease	MONDO:0005404	The observed sex-specific pattern of dysregulated PL, NL, HexCer and oxylipins in ME/CFS patients suggests a possible role of these lipids in promoting immune dysfunction and inflammation which may be among the underlying factors driving the clinical presentation of fatigue, chronic pain, and cognitive difficulties in ill patients.	34454515	CustomDB
HSDN::has_symptom:Disease:Phenotype	pain	Phenotype	SYMP:0000099	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	The most troublesome symptoms included fatigue (85%), pain (65%), cognitive impairment (50%), orthostatic intolerance (45%), sleep disturbance (35%), post-exertional malaise (30%), and neurosensory disturbance (30%).	34682970	CustomDB
HSDN::has_symptom:Disease:Phenotype	sleep disturbance	Phenotype	SYMP:0000566	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	The most troublesome symptoms included fatigue (85%), pain (65%), cognitive impairment (50%), orthostatic intolerance (45%), sleep disturbance (35%), post-exertional malaise (30%), and neurosensory disturbance (30%).	34682970	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	The most troublesome symptoms included fatigue (85%), pain (65%), cognitive impairment (50%), orthostatic intolerance (45%), sleep disturbance (35%), post-exertional malaise (30%), and neurosensory disturbance (30%).	34682970	CustomDB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Butyrates	Compound	MESH:C475595	Considering the role of microbiomederived butyrate in the gut–microbiota–brain axis , it is possible that butyrate could be a potential therapeutic short-chain fatty acids for long COVID.	37402856	CustomDB
GNBR::Md::Gene:Disease	CXCL1	Gene	ENTREZ:2919	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1.	29426834	CustomDB
HSDN::has_symptom:Disease:Phenotype	respiratory problems	Phenotype	SYMP:0019153	long COVID	Disease	MONDO:0100233	The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems.	35000003	CustomDB
GNBR::T::Compound:Disease	oxygen-ozone autohemotherapy (O2-O3-AHT)	Compound	DrugBank:DB09140	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	Treatment with O2-O3-AHT greatly improves ME/CFS related fatigue, aside from sex and age distribution.	35011770	CustomDB
Hetionet::DpS::Disease:Phenotype	long COVID	Disease	MONDO:0100233	Nausea	Phenotype	SYMP:0000458	TABLE 3 Comparison of symptoms, ME/CFS, and Long COVID.	37342500	CustomDB
Hetionet::DpS::Disease:Phenotype	long COVID	Disease	MONDO:0100233	Sleep Disorders	Phenotype	SYMP:0000566	TABLE 3 Comparison of symptoms, ME/CFS, and Long COVID.	37342500	CustomDB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Ganciclovir	Compound	DrugBank:DB01004	Ganciclovir, which inhibits replication of EBV and cytomegalovirus, has the potential to treat Long COVID.	35912863	CustomDB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Amitriptyline	Compound	DrugBank:DB00321	Treatment with amitriptyline can also help improve sleep quality, which can be particularly useful as long COVID headache is often accompanied by sleep disruptions.	35915417	CustomDB
GNBR::J::Compound:Disease	long COVID	Disease	MONDO:0100233	Vitamin E	Compound	DrugBank:DB00163	 In relation to the long COVID-19 problem, it was reported that a low level of serum alpha-tocopherol(Vitamin E) improved during the remission phase, as compared to the exacerbation phase, in patients with chronic fatigue syndrome.	35454144	CustomDB
GNBR::Pr::Compound:Disease	long COVID	Disease	MONDO:0100233	Resveratrol	Compound	DrugBank:DB02709	Natural substances contained in fruit and vegetables, such as resveratrol has the effect of  limiting the cytokine storm that occurs in patients with persistent inflammation and autoimmunity that may occur in long COVID-19.	35454144	CustomDB
GNBR::Md::Gene:Disease	keratin 16	Gene	ENTREZ:3868	CFS	Disease	MONDO:0005404	The proteins were alpha-1-macroglobulin, amyloid precursor-like protein 1, keratin 16, orosomucoid 2 and pigment epithelium-derived factor.	16321154	CustomDB
GNBR::Md::Gene:Disease	orosomucoid 2	Gene	ENTREZ:5005	CFS	Disease	MONDO:0005404	The proteins were alpha-1-macroglobulin, amyloid precursor-like protein 1, keratin 16, orosomucoid 2 and pigment epithelium-derived factor.	16321154	CustomDB
GNBR::Md::Gene:Disease	pigment epithelium-derived factor	Gene	ENTREZ:5176	CFS	Disease	MONDO:0005404	The proteins were alpha-1-macroglobulin, amyloid precursor-like protein 1, keratin 16, orosomucoid 2 and pigment epithelium-derived factor.	16321154	CustomDB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	TP53	Gene	ENTREZ:7157	 According to the degree in the PPI network, the top 5 hub proteins as IL-6, IL-1B, CD8A, TP53, and CXCL8 were listed through the cytoHubba plugin.	36189286	CustomDB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	ear	Anatomy	UBERON:0001690	Multiple organ systems are affected, such as psychological or psychiatric (insomnia, anxiety and depression), neurological (cognitive impairments involving memory and concentration, headache, dizziness and peripheral neuropathy), ear, nose, and throat (rhinorrhoea, smell and taste alterations, earache, tinnitus, cough, and sore throat), respiratory (dyspnoea and cough), cardiovascular (chest pain, palpitations and tachycardia), gastrointestinal (abdominal pain, nausea and diarrhoea), generalised (chills, pain and fever) and musculoskeletal (fatigue, myalgia and joint pain).	34888989	CustomDB
HSDN::has_symptom:Disease:Phenotype	orthostatic intolerance	Phenotype	MESH:D054971	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	These include neuromuscular limitations that could be treated with manual forms of therapy, orthostatic intolerance and POTS for which there are multiple medications and non-pharmacologic therapies, treatable allergic and mast cell phenomena, and neurologic abnormalities that may require specific treatment.	33996867	CustomDB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	zinc chloride	Compound	DrugBank:DB14533	These results suggest that EAT has potential as a novel method for long COVID treatment.	35632649	CustomDB
HSDN::has_symptom:Disease:Phenotype	malaise	Phenotype	SYMP:0019176	long-haul COVID	Disease	MONDO:0100233	Clinical symptomatology includes fatigue, malaise, dyspnea, defects in memory and concentration and a variety of neuropsychiatric syndromes as the major manifestations, and several organ systems can be involved.	35105985	CustomDB
GNBR::T::Compound:Disease	ME/CFS	Disease	MONDO:0005404	zinc chloride	Compound	DrugBank:DB14533	These results suggest that EAT has potential as a novel method for long COVID treatment.	35632649	CustomDB
Hetionet::DuG::Disease:Gene	glial fibrillary acidic protein	Gene	ENTREZ:2670	long COVID	Disease	MONDO:0100233	Moreover, long COVID patients with neurological symptoms exhibited higher levels of neurofilament light chain and glial fibrillary acidic protein whereas those with pulmonary symptoms exhibited a higher level of transforming growth factor beta.	36744129	CustomDB
Hetionet::DdG::Disease:Gene	IL-16	Gene	ENTREZ:3603	ME/CFS	Disease	MONDO:0005404	In combination with previous data, our work suggests that the clustered reduction of IL-7, IL-16 and VEGF-A may have physiological relevance to ME/CFS disease.	26615570	CustomDB
GNBR::Md::Gene:Disease	IL-1α	Gene	ENTREZ:3552	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	These preliminary results suggest that IL-1α, 6 and 8 adjusted for illness duration may serve as robust biomarkers, independent of age, in screening for ME/CFS.	26965484	CustomDB
GNBR::Md::Gene:Disease	IL-6	Gene	ENTREZ:3569	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	These preliminary results suggest that IL-1α, 6 and 8 adjusted for illness duration may serve as robust biomarkers, independent of age, in screening for ME/CFS.	26965484	CustomDB
GNBR::Md::Gene:Disease	IL-8	Gene	ENTREZ:3576	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	These preliminary results suggest that IL-1α, 6 and 8 adjusted for illness duration may serve as robust biomarkers, independent of age, in screening for ME/CFS.	26965484	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	long COVID	Disease	MONDO:0100233	The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems.	35000003	CustomDB
HSDN::has_symptom:Disease:Phenotype	loss of smell	Phenotype	SYMP:0000551	long COVID	Disease	MONDO:0100233	The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems.	35000003	CustomDB
HSDN::has_symptom:Disease:Phenotype	loss of taste	Phenotype	SYMP:0000551	long COVID	Disease	MONDO:0100233	The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems.	35000003	CustomDB
HSDN::has_symptom:Disease:Phenotype	muscle weakness	Phenotype	SYMP:0000094	long COVID	Disease	MONDO:0100233	The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems.	35000003	CustomDB
HSDN::has_symptom:Disease:Phenotype	chest pain	Phenotype	SYMP:0000576	long COVID	Disease	MONDO:0100233	The most common 'long COVID' symptoms were fatigue, loss of smell and loss of taste, dizziness, muscle weakness, chest pain and respiratory problems.	35000003	CustomDB
GNBR::Md::Gene:Disease	LPS-binding protein (LBP)	Gene	ENTREZ:3929	ME/CFS	Disease	MONDO:0005404	We observed elevated levels of some blood markers for microbial translocation in ME/CFS patients; levels of LPS, LBP, and sCD14 were elevated in ME/CFS subjects.	27338587	CustomDB
GNBR::Mp::Compound:Disease	lipopolysaccharide (LPS)	Compound	MESH:D004731	ME/CFS	Disease	MONDO:0005404	We observed elevated levels of some blood markers for microbial translocation in ME/CFS patients; levels of LPS, LBP, and sCD14 were elevated in ME/CFS subjects.	27338587	CustomDB
GNBR::Md::Gene:Disease	soluble CD14 (sCD14)	Gene	ENTREZ:929	ME/CFS	Disease	MONDO:0005404	We observed elevated levels of some blood markers for microbial translocation in ME/CFS patients; levels of LPS, LBP, and sCD14 were elevated in ME/CFS subjects.	27338587	CustomDB
