resource	label	id	name	synonyms	description	xrefs	taxid
WikiPathways	Pathway	WikiPathways:WP4961	STING pathway in Kawasaki-like disease and COVID-19		Triggering of the STING pathway by foreign DNA or damaged mitochondrial DNA can activate multiple downstream responses.  The STING pathway is relevant to Kawasaki-like disease in COVID-19.		9606
WikiPathways	Pathway	WikiPathways:WP4962	Airway smooth muscle cell contraction		Signal transduction pathways involved in airway smooth muscle cell contraction. Based on [https://www.resmedjournal.com/article/S0954-6111(08)00096-6/fulltext figure 1 from Belaia et al.].		9606
WikiPathways	Pathway	WikiPathways:WP4963	p53 transcriptional gene network		The mechanisms underlying p53 tumor-suppressor function as gleaned from mouse models of genetic disruption to p53, its regulators and its targets (Kaiser 2017).		9606
WikiPathways	Pathway	WikiPathways:WP4966	Fluoroacetic acid toxicity		Pathway on fluoroacetic acid toxicity describing how it ultimately leads to disturbance of the Krebs cycle.		9606
WikiPathways	Pathway	WikiPathways:WP4969	RAS and bradykinin pathways in COVID-19		This pathway describes imbalances in RAS and Bradykinin pathways in COVID-19. The expression of several genes in this pathway is affected in by SARS-CoV-2: * SERPING1 is downregulated, which cancels the suppression of F12 of the intrinsic coagulation cascade, resulting in the production of bradykinin from kallikrein and KNG.* ACE is downregulated, which increases bradykinin levels.* ACE2 is upregulated, ACE is downregulated, which causes an increase in Angiotensin 1-9 and sensitization of bradykinin receptors.* NFkappaB is suppressed by SARS-Cov-2, decreasing its binding to the ACE promoter and subsequent transcription.The result of a hyperactive bradykinin system is vasodilation to the point of vascular leakage and infiltration of inflammatory cells.The pathway is based on figure 2A from [https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7410499/ Garvin et al.]		9606
WikiPathways	Pathway	WikiPathways:WP497	Urea cycle and metabolism of amino groups		The urea cycle (also known as the ornithine cycle) is a cycle of biochemical reactions that produces urea ((NH2)2CO) from ammonia (NH3). This cycle occurs in ureotelic organisms. The urea cycle converts highly toxic ammonia to urea for excretion. This cycle was the first metabolic cycle to be discovered (Hans Krebs and Kurt Henseleit, 1932), five years before the discovery of the TCA cycle. The urea cycle takes place primarily in the liver and, to a lesser extent, in the kidneys. Amino acid catabolism results in waste ammonia. All animals need a way to excrete this product. Most aquatic organisms, or ammonotelic organisms, excrete ammonia without converting it. Ammonia is toxic, but upon excretion from aquatic species, it is diluted by the water outside the organism. Organisms that cannot easily and safely remove nitrogen as ammonia convert it to a less toxic substance such as urea or uric acid. The urea cycle mainly occurs in the liver. The urea produced by the liver is then released into the bloodstream where it travels to the kidneys and is ultimately excreted in urine. In species including birds and most insects, the ammonia is converted into uric acid or its urate salt, which is excreted in solid form.Source description: [https://en.wikipedia.org/wiki/Urea_cycle Wikipedia]Proteins on this pathway have targeted assays available via the [https://assays.cancer.gov/available_assays?wp_id=WP497 CPTAC Assay Portal].		9606
WikiPathways	Pathway	WikiPathways:WP4970	Galanin receptor pathway		Galanin, a 29-30 amino acid neuropeptide named to be so, as a glycine residue occupies the position at N-terminal and an alanine residue at C-terminal. Galanin is expressed in the central and peripheral nervous systems in mammalian species. The galanin family of peptides includes ‘GMAP’ (Gaalanin- Message associated peptide), ‘GALP’ (Galanin-like Peptide), and its splice variant ‘Alarin’ along with Galanin. There are three known G-protein coupled receptor subtypes of Galanin, namely, GALR1, GALR2, and GALR3. Galaninergic signaling is predominantly inhibitory which mainly involves MAPK, AKT, AC pathways Galanin peptides have a wide range of non-neuronal functions as well as classic neuromodulatory roles, therefore it is recommended to consider as regulatory peptides. Galanin in general is associated with several biological functions such as arousal and sleep regulation, nociception, learning, inflammation, feeding, and neuroendocrine regulation. It is also implicated in diseases like Alzheimer’s, depression, epilepsy, mood disorders, stress, anxiety, diabetes mellitus, and chronic pain.The creation of this pathway is described in [https://pubmed.ncbi.nlm.nih.gov/33136286/ Gopalakrishnan et al.]		9606
WikiPathways	Pathway	WikiPathways:WP4971	Phosphoinositides metabolism		Phosphatidylinositols are a family of lipids under the phosphatidylglyceride class. This pathway specifies several metabolic conversions between PIP, PIP2, PIP3 and other metabolites. Phosphorylation sites on the individual metabolites are drawn as states, with the location added as a number.The main interactions within this pathway are based on Figure 1 of [https://doi.org/10.1038/nmeth867 Rusten et al], annotated with biochemical interaction database [https://www.rhea-db.org/ Rhea], and diseases (depicted in pink) with corresponding [https://www.omim.org/ OMIM-identifiers.]. Dashed lines depict proposed interactions which have not been characterised (yet)		9606
WikiPathways	Pathway	WikiPathways:WP4972	Chaperone-mediated autophagy		In contrary to the vesicle-mediated macroautophagy, the chaperone mediated mechanism of autophagy selectively targets individual proteins to the lysosome for degradation. Chaperones bind intracellular proteins based on recognition motifs and transports them from the cytosol to the lysosomal membrane. Subsequently, the protein is translocated into the lumen for digestion (Cuervo A M et al. 2014, Kaushik S et al. 2018). View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=9613829 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP4973	Urea cycle		The urea cycle yields urea, the major form in which excess nitrogen is excreted from the human body, and the amino acid arginine (Brusilow and Horwich 2001). It consists of four reactions: that of ornithine and carbamoyl phosphate to form citrulline, of citrulline and aspartate to form argininosuccinate, the cleavage of argininosuccinate to yield fumarate and arginine, and the cleavage of arginine to yield urea and re-form ornithine. The carbamoyl phosphate consumed in this cycle is synthesized in the mitochondria from bicarbonate and ammonia, and this synthesis in turn is dependent on the presence of N-acetylglutamate, which allosterically activates carbamoyl synthetase I enzyme. The synthesis of N-acetylglutamate is stimulated by high levels of arginine. Increased levels of free amino acids, indicated by elevated arginine levels, thus stimulate urea synthesis.<p>Two enzymes catalyze the hydrolysis of arginine to yield ornithine and urea. Cytosolic ARG1 is the canonical urea cycle enzyme. Mitochondrial ARG2 likewise catalyzes urea production from arginine and may have a substantial sparing effect in patients lacking ARG1 enzyme, so its reaction is annotated here although the role of ARG2 under normal physiological conditions remains unclear. View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=70635 Reactome].		9606
WikiPathways	Pathway	WikiPathways:WP4974	Alpha-protein kinase 1 signaling pathway		Immune recognition of pathogen-associated molecular patterns (PAMPs) by pattern recognition receptors (PRR) often activates proinflammatory nuclear factor kappa B (NF-ÎºB) signalling. Lipopolysaccharide (LPS) is a well-known PAMP produced by gram-negative bacteria. LPS is recognized by toll like receptor 4 (TLR4) and is a strong activator of NF-ÎºB inflammatory responses (Akashi S et al. 2003). LPS is also recognized in the cytosol by mouse caspase-11 and related human caspase-4 and caspase-5, which stimulate pyroptosis, a proinflammatory form of cell death (Kayagaki N et al. 2011; Shi J et al. 2015). Key metabolic intermediates in LPS biosynthesis, d-glycero-Î²-d-manno-heptose 1,7-bisphosphate (HBP) and ADP L-glycero-Î²-d-manno-heptose (ADP-heptose) were reported to activate the NF-ÎºB pathway and trigger the innate immune responses (Milivojevic M et al. 2017; Zimmermann S et al. 2017; Zhou P et al. 2018; GarcÃ­a-Weber D; 2018). ADP-heptose but not HBP can enter host cells autonomously (Zhou P et al. 2018). During infection, ADP-heptose or HBP translocate into the host cytosol where their presence is sensed by alpha-protein kinase 1 (ALPK1) (Zimmermann S et al. 2017; Zhou P et al. 2018). ADP-heptose directly binds and activates ALPK1 (Garcia-Weber D et al. 2018; Zhou P et al. 2018); instead, HBP is converted by host-derived adenylyltransferases, such as nicotinamide nucleotide adenylyltransferases, to ADP-heptose 7-P, a substrate which can then activate ALPK1 (Zhou P et al. 2018). The ADP-heptose binding to ALPK1 is thought to trigger conformational changes and stimulate the kinase domain of ALPK1 (Zhou P et al. 2018). ALPK1 kinase activity in turn leads to the phosphorylation-dependent oligomerization of the tumor necrosis factor (TNF-Î±) receptorâ€“associated factor (TRAF)â€“interacting protein with the forkhead-associated domain (TIFA) (Zimmermann S et al. 2017; Zhou P et al. 2018). This process activates TRAF6 oligomerization and ubiquitination, and the recruitment of transforming growth factor Î²-activated kinase 1 (TAK1)-binding protein 2 (TAB2), a component of the TAK1 (MAP3K7) complex (Ea CK et al. 2004; Gaudet RG et al. 2017). This TIFA oligomer signaling platform was given the term: TIFAsome. TIFAsome-activated TAK1 induces NF-ÎºB nuclear translocation and proinflammatory gene expression. The ALPK1-TIFA signaling pathway has been identified in human embryonic kidney cells, intestinal epithelial cells, gastric cells and cervical cancer cells (Gaudet RG et al. 2015, 2017; Stein SC et al. 2017; Gall A et al. 2017; Zimmermann S et al. 2017; Milivojevic M et al. 2017; Zhou P et al. 2018). In vivo studies demonstrate that ADP-heptose and Burkholderia cenocepacia trigger massive inflammatory responses with increased production of several NF-ÎºB-dependent cytokines and chemokines in wild type (WT), but not in Alpk1-/- mice (Zhou P et al. 2018).<p>This Reactome module describes ALPK1 as a cytosolic innate immune receptor for bacterial ADP-heptose. View original pathway at [http://www.reactome.org/PathwayBrowser/#DIAGRAM=9645460 Reactome].		9606
